hanji,lomaji
中晝的日頭真刺鑿。,Tiong-tàu ê ji̍t-thâu tsin tshì-tsha̍k. 
伊的面我看著就刺鑿。,I ê bīn guá khuànn-tio̍h tō tshì-tsha̍k. 
你睏飽矣呢？,Lí khùn-pá--ah--nih? 
你足巧的呢！,Lí tsiok khiáu--ê--neh! 
芳味,phang-bī
氣味,khì-bī
這味好食,tsit bī hó-tsia̍h
這味藥仔較好。,Tsit bī io̍h-á khah hó. 
加一味,ke tsi̍t bī
呸喙瀾,phuì tshuì-nuā
大聲呻,tuā siann tshan
哭呻,khàu-tshan
你真𠢕呻。,Lí tsin gâu tshan. 
茶鈷咧呻矣，你緊去共火關起來。,"Tê-kóo teh tshan--ah, lí kín khì kā hué kuainn--khí-lâi. "
呼音,hoo-im
呼吸,hoo-khip
用呼的無準算。,Iōng hoo--ê bô tsún-sǹg. 
照呼照行,tsiàu-hoo-tsiàu-kiânn
伊誠𠢕呼價錢。,I tsiânn gâu hoo kè-tsînn. 
呼倚來,khoo uá--lâi
呼噓仔,khoo-si-á
呼狗仔,khoo káu-á
呼雞,khoo ke
有代誌才呼我。,Ū tāi-tsì tsiah khoo--guá. 
奉命,hōng bīng
天命,thian-bīng
命題,bīng-tê
伊實在有夠好命。,I si̍t-tsāi ū-kàu hó-miā. 
短命,té-miā
烏白呾,oo-pe̍h tànn
無講無呾,bô-kóng-bô-tànn
食甲咂咂叫,tsia̍h kah tsa̍p-tsa̍p-kiò
我和你做伙來去。,Guá hām lí tsò-hué lâi-khì. 
四神湯愛和一寡仔酒，毋才會好食。,"Sù-sîn thng ài hām tsi̍t-kuá-á tsiú, m̄-tsiah ē hó-tsia̍h. "
算袂和,sǹg-bē-hô
和局,hô-kio̍k
人無來，提鞋範來和。,"Lâng bô lâi, the̍h ê pān lâi hô. "
和鎖匙,hô só-sî
和目鏡,hô ba̍k-kiànn
咒罵,tsiù-mē
辛勞咧咒無錢。,Sin-lô teh tsiù bô tsînn. 
大悲咒,tāi pi tsiù
咒誓,tsiù-tsuā
共索仔囷起來。,Kā soh-á khûn--khí-lâi. 
草囷,tsháu khûn
一囷草,tsi̍t khûn tsháu
飯坩,pn̄g-khann
花坩,hue-khann
我的房間有五坪。,Guá ê pâng-king ū gōo pênn. 
粗坯,tshoo-phue
鞋坯,ê phue
這是一个和平的世界。,Tse sī tsi̍t ê hô-pîng ê sè-kài. 
你想的比我較周至。,Lí siūnn--ê pí guá khah tsiu-tsì. 
我予伊氣甲強欲呸血。,Guá hōo i khì kah kiōng-beh phuì-hueh. 
𪜶的服務誠周到。,In ê ho̍k-bū tsiânn tsiu-tò. 
啥物好食物，食甲咂咂叫？,"Siánn-mih hó-tsia̍h mi̍h, tsia̍h kah tsa̍p-tsa̍p-kiò? "
伊驚甲咇咇掣。,I kiann kah phi̍h-phi̍h-tshuah. 
你按呢呿呿嗽，哪會無愛去予先生看？,"Lí án-ne khuh-khuh-sàu, ná ē bô ài khì hōo sian-sinn khuànn? "
這條線你愛共伊固定予伊好。,Tsit tiâu suànn lí ài kā i kòo-tīng hōo i hó. 
伊逐工固定行路上班。,I ta̍k kang kòo-tīng kiânn-lōo siōng pan. 
你去共椅仔囥坦直。,Lí khì kā í-á khǹg thán-ti̍t. 
你一直共我呵咾，我會歹勢。,"Lí it-ti̍t kā guá o-ló, guá ē pháinn-sè. "
逐家先品予伊好，等咧欲耍的時毋通呸面。,"Ta̍k-ke sing phín hōo i hó, tán--leh beh sńg ê sî m̄-thang phuì-bīn. "
這枝柴共伊囥坦倒。,Tsit ki tshâ kā i khǹg thán-tó. 
未咖哩嗹囉咧。,Buē ka-lí-liân-lô--leh. 
伊煮菜無愛摻味素。,I tsú tshài bô ài tsham bī-sòo. 
煮菜摻味素粉會較有味。,Tsú tshài tsham bī-sòo-hún ē khah ū bī. 
阿仁誠固執，人講攏毋聽。,"A-jîn tsiânn kòo-tsip, lâng kóng lóng m̄ thiann. "
這个計畫真周密。,Tsit ê kè-uē tsin tsiu-bi̍t. 
箱仔囥坦徛較袂去共人擋著路。,Siunn-á khǹg thán-khiā khah bē khì kā lâng tòng-tio̍h lōo. 
雞母咧呼蛋矣。,Ke-bó teh khoo-tuann--ah. 
坦敧生,thán-khi senn
你愛坦敧身，才會當過。,"Lí ài thán-khi-sin, tsiah ē-tàng kuè. "
你莫烏白呸痰好無？,Lí mài oo-pe̍h phuì-thâm hó--bô? 
人的命運是真歹講的。,Lâng ê miā-ūn sī tsin pháinn-kóng--ê. 
伊佇公媽頭前咒誓後擺袂閣去跋矣。,I tī kong-má thâu-tsîng tsiù-tsuā āu-pái bē koh khì pua̍h--ah. 
暗時莫呼噓仔。,Àm-sî mài khoo-si-á. 
你欲睏就睏予好勢，毋通按呢睏坦橫。,"Lí beh khùn tō khùn hōo hó-sè, m̄-thang án-ne khùn thán-huâinn. "
這馬的嬰仔真濟睏坦覆。,Tsit-má ê enn-á tsin tsē khùn thán-phak. 
予人呸瀾,hōo lâng phuì-nuā
伊不時咒讖別人，無欲家己檢討。,"I put-sî tsiù-tshàm pa̍t-lâng, bô beh ka-kī kiám-thó. "
伊定定共人咒讖甲真歹聽。,I tiānn-tiānn kā lâng tsiù-tshàm kah tsin pháinn-thiann. 
伊呼籲逐家注意社會問題。,I hoo-io̍k ta̍k-ke tsù-ì siā-huē būn-tê. 
塗沙坱甲滿四界。,Thôo-sua ing kah muá-sì-kè. 
我的目睭坱著沙。,Guá ê ba̍k-tsiu ing-tio̍h sua. 
塗沙粉仔真坱。,Thôo-sua-hún-á tsin ing. 
一坵田,tsi̍t khu tshân
日夜,ji̍t-iā
奅查某,phānn tsa-bóo
伊穿甲真奅。,I tshīng kah tsin phānn. 
愈聽愈奇。,Jú thiann jú kî. 
毋是雙，就是奇。,"M̄ sī siang, tō sī khia. "
小妹,sió-muē
妾身,tshiap sin
二姆,jī-ḿ
阿姆,a-ḿ
阿姊,a-tsé
美雲姊,Bí-hûn tsé
大姊,tuā-tsí
表姊,piáu-tsí
美雲姊,Bí-hûn tsí
大姊頭仔,tuā-tsí-thâu-á
姊妹仔伴,tsí-muē-á-phuānn
大姑,tuā-koo
小姑仔,sió-koo-á
尼姑,nî-koo
道姑,tō-koo
菜姑,tshài-koo
貴姓,kuì-sènn
尊姓大名,tsun sìng tāi bîng
伊是阮姑丈。,I sī guán koo-tiūnn. 
我嘛是姑不而將，你莫怪我。,"Guá mā sī koo-put-jî-tsiong, lí mài kuài--guá. "
咱來去踅夜市。,Lán lâi-khì se̍h iā-tshī. 
這台車設計了真奇巧。,Tsit tâi tshia siat-kè liáu tsin kî-khá. 
伊委任代書共伊申請文件。,I uí-jīm tāi-su kā i sin-tshíng bûn-kiānn. 
總統委任伊做大使派往聯合國。,Tsóng-thóng uí-jīm i tsò tāi-sài phài óng liân-ha̍p kok. 
垃圾衫愛另外囥。,Lah-sap sann ài līng-guā khǹg. 
你這个垃圾鬼，一軀衫穿規禮拜攏無欲洗。,"Lí tsit ê lah-sap-kuí, tsi̍t su sann tshīng kui lé-pài lóng bô beh sé. "
大自然實在真奇妙。,Tāi-tsū-jiân si̍t-tsāi tsin kî-miāu. 
奇怪的代誌,kî-kuài ê tāi-tsì
阮兩个人是姑表的。,Guán nn̄g ê lâng sī koo-piáu--ê. 
立法委員,li̍p-huat uí-uân
彼領衫去沐著坱埃。,Hit niá sann khì bak-tio̍h ing-ia. 
有一个媠姑娘徛佇路邊等車。,Ū tsi̍t ê suí koo-niû khiā tī lōo-pinn tán tshia. 
伊無結婚，是一个老姑娘。,"I bô kiat-hun, sī tsi̍t ê lāu koo-niû. "
免費奉送,bián-huì hōng-sàng
奉送啟程,hōng-sàng khé thîng
阿珠仔到這个年紀，猶毋嫁，是欲做姑婆是無？,"A-tsu--á kàu tsit ê nî-kí, iáu m̄ kè, sī beh tsò koo-pô sī--bô? "
我姑情伊規半工矣，伊毋答應就是毋答應。,"Guá koo-tsiânn i kui-puànn-kang--ah, i m̄ tah-ìng tō sī m̄ tah-ìng. "
我是做夜勤的，日時會當歇睏。,"Guá sī tsò iā-khîn--ê, ji̍t--sî ē-tàng hioh-khùn. "
垃儳物,lâ-sâm-mi̍h
四季,sù-kuì
一年種三季,tsi̍t nî tsìng sann kuì
孤鳥,koo tsiáu
孝孤,hàu-koo
加官晉祿,ka kuan tsìn lo̍k
五官,ngóo-kuan
伊是一个好官。,I sī tsi̍t ê hó kuann. 
心臟強欲定去。,Sim-tsōng kiōng-beh tiānn--khì. 
湧較定矣。,Íng khah tiānn--ah. 
心頭掠予定,sim-thâu lia̍h hōo tiānn
講予定,kóng hōo tiānn
送定,sàng-tiānn
退定,thè-tiānn
定貨,tiānn huè
定規矩,tīng kui-kí
定時間,tīng sî-kan
定地點,tīng tē-tiám
定罪,tīng-tsuē
第一屆,tē-it kài
頂下屆,tíng-ē kài
屈咧寫，跤會麻。,"Khut teh siá, kha ē bâ. "
手曲，屈入無屈出。,"Tshiú-khiau, khut-ji̍p bô khut-tshut. "
鳥仔岫,tsiáu-á-siū
一岫鴨仔,tsi̍t siū ah-á
海岸,hái-huānn
田岸,tshân-huānn
尿帕仔,jiō-phè-á
花帕,hue-phè
帕塗,phè thôo
一帕塗,tsi̍t phè thôo
帕後斗,phè āu-táu
紅帖,âng-thiap
白帖,pe̍h-thiap
字帖,jī-thiap
碑帖,pi-thiap
一帖藥,tsi̍t thiap io̍h
三生有幸,sam-sing-iú-hīng
鞋底,ê-té
箱仔底,siunn-á-té
月底,gue̍h-té
巷仔底,hāng-á-té
底價,té-kè
貨底,huè-té
菜底,tshài-té
有底,ū-té
無底,bô té
好額底,hó-gia̍h té
好田底,hó tshân té
原底,guân-té
本底,pún-té
你欲等到底時？,Lí beh tán kàu tī-sî? 
佮你有啥底代？,Kah lí ū siánn tī-tāi? 
冊店,tsheh-tiàm
孤𣮈絕種,koo-khu̍t-tse̍h-tsíng
孤𣮈人,koo-khu̍t lâng
紅帖仔,âng-thiap-á
白帖仔,pe̍h-thiap-á 
這佮你有啥物底代？,Tse kah lí ū siánn-mih tī-tāi? 
你去店仔買一包鹽。,Lí khì tiàm-á bé tsi̍t pau iâm. 
這粒錶仔定去矣。,Tsit lia̍p pió-á tiānn--khì--ah. 
伊徛定定毋敢烏白振動。,I khiā tiānn-tiānn m̄-kánn oo-pe̍h tín-tāng. 
伊定定無佇咧。,I tiānn-tiānn bô tī--leh. 
做人佮做代誌攏愛有定性，毋通顛顛倒倒。,"Tsò-lâng kah tsò tāi-tsì lóng ài ū tīng-sìng, m̄-thang tian-tian-tó-tó. "
猶未定性的塗尪仔袂使摸。,Iáu-buē tīng-sìng ê thôo-ang-á bē-sái bong. 
臭柑排店面。,Tshàu kam pâi tiàm-bīn. 
彼个店員真無禮貌。,Hit ê tiàm-uân tsin bô lé-māu. 
你底時欲來𨑨迌？,Lí tī-sî beh lâi tshit-thô? 
這个案件猶未定案。,Tsit ê àn-kiānn iáu-buē tīng-àn. 
我想欲定做一組膨椅。,Guá siūnn-beh tiānn-tsò tsi̍t tsoo phòng-í. 
無你佇我的身邊，我加誠孤單。,"Bô lí tī guá ê sin-pinn, guá ke tsiânn koo-tuann. "
定期存款,tīng-kî tsûn-khuán
宛然失光明。,Uán-jiân sit kong-bîng. 
你定著愛行一逝。,Lí tiānn-tio̍h ài kiânn--tsi̍t-tsuā. 
猶未定著,iáu-buē tiānn-tio̍h
恁大漢後生較定著。,Lín tuā-hàn hāu-senn khah tiānn-tio̍h. 
彼齣電影底當時欲搬？,Hit tshut tiān-iánn tī-tang-sî beh puann? 
好底蒂,hó té-tì
官僚派的作風,kuann-liâu-phài ê tsok-hong
日子過甲誠幸福。,Ji̍t-tsí kuè kah tsiânn hīng-hok. 
伊的個性較孤獨，無咧佮人相交插。,"I ê kò-sìng khah koo-ta̍k, bô teh kah lâng sio-kau-tshap. "
林氏宗親會,Lîm--sī tsong-tshin-huē
恁莫佇人的店頭冤家啦！,Lín mài tī lâng ê tiàm-thâu uan-ke--lah! 
貴庚,kuì-kenn
同庚,tông-king
官府,kuann-hú
貴府,kuì hú
一府、二鹿、三艋舺。,"It Hú, jī Lo̍k, sam Báng-kah. "
你這个病是袂當延傷久。,Lí tsit ê pēnn sī bē-tàng tshiân siunn kú. 
相延,sio-tshiân
你共伊延走，家己占好空的。,"Lí kā i tshiân tsáu, ka-kī tsiàm hó-khang--ê. "
彼是我的。,He sī guá ê. 
彼間厝,hit king tshù
彼時,hit-sî
往時,íng-sî
往擺,íng-pái
往西爿行去。,Óng sai-pîng kiânn--khì. 
往事,óng-sū
過往,kuè-óng
往回,óng-huê
往來,óng-lâi
今仔日做了有夠忝的！,Kin-á-ji̍t tsò liáu ū-kàu thiám--ê! 
伊哭甲真忝。,I khàu kah tsin thiám. 
盡忠,tsīn-tiong
恁老母拄咧念你。,Lín lāu-bú tú teh liām--lí. 
觀念,kuan-liām
概念,kài-liām
紀念,kì-liām
思念,su-liām
帶念,tài-liām
你去木柵欲怙行的？,Lí khì Ba̍k-sa beh kōo kiânn--ê? 
天性,thian-sìng
藥性,io̍h-sìng
男性,lâm-sìng
兩性,lióng-sìng
急性,kip-sìng
地方性,tē-hng-sìng
性病,sìng-pēnn
你看起來怪怪。,Lí khuànn--khí-lâi kuài-kuài. 
你莫怪伊。,Lí mài kuài--i. 
毋通怪人。,M̄-thang kuè--lâng. 
共水戽予焦。,Kā tsuí hòo hōo ta. 
戽水,hòo-tsuí
伊去予人戽出來。,I khì hōo lâng hòo--tshut-lâi. 
伊共代誌凊彩戽戽咧就準拄好矣。,I kā tāi-tsì tshìn-tshái hòo-hòo--leh tō tsún-tú-hó--ah. 
伊的喙下斗較戽。,I ê tshuì-ē-táu khah hòo. 
伊磕袂著就欲怪人。,I kha̍p-bē-tio̍h tō beh kuài--lâng. 
彼个怪人閣咧變鬼變怪矣。,Hit ê kuài-lâng koh teh pìnn-kuí-pìnn-kuài--ah. 
身軀去戽水戽戽咧，才袂遐熱。,"Sin-khu khì hòo-tsuí hòo-hòo--leh, tsiah bē hiah jua̍h. "
日頭較過咧才戽水，菜才袂蔫蔫去。,"Ji̍t-thâu khah kuè--leh tsiah hòo-tsuí, tshài tsiah bē lian-lian--khì. "
彼爿的山頭看起來敢若咧落雨。,Hit pîng ê suann-thâu khuànn--khí-lâi kánn-ná teh lo̍h-hōo. 
我的車票是拍往回的。,Guá ê tshia-phiò sī phah óng-huê--ê. 
伊的性地真好。,I ê sìng-tē tsin hó. 
我無彼號性命佮你按呢耍。,Guá bô hit-lō sènn-miā kah lí án-ne sńg. 
你毋通閣延延矣，火車欲開矣。,"Lí m̄-thang koh iân-tshiân--ah, hué-tshia beh khui--ah. "
這款代誌往往會發生佇伊身上。,Tsit khuán tāi-tsì íng-íng ē huat-sing tī i sin-siōng. 
你哪會一个怐怐？袂曉轉踅一下！,Lí ná ē tsi̍t ê khòo-khòo? Bē-hiáu tńg-se̍h--tsi̍t-ē! 
做你激怐怐無要緊！,Tsò lí kik-khòo-khòo bô-iàu-kín! 
伊走甲怦怦喘。,I tsáu kah phēnn-phēnn-tshuán. 
伊出代誌彼時，我佇厝裡。,"I tshut-tāi-tsì hit-sî, guá tī tshù--lí. "
往時伊是阮的厝邊。,Íng-sî i sī guán ê tshù-pinn. 
各人有各人的性格。,Kok-lâng ū kok-lâng ê sìng-keh. 
彼个人誠性格。,Hit ê lâng tsiânn sìng-keh. 
彼站我人無佇臺北。,Hit-tsām guá lâng bô tī Tâi-pak. 
彼陣我一个人蹛佇山頂，日子過了真清閒。,"Hit-tsūn guá tsi̍t ê lâng tuà tī suann-tíng, ji̍t-tsí kuè liáu tsin tshing-îng. "
像伊彼款食碗內洗碗外的人，咱毋通佮伊交陪。,"Tshiūnn i hit khuán tsia̍h uánn-lāi sé uánn-guā ê lâng, lán m̄-thang kah i kau-puê. "
咱來去踅彼搭的夜市仔，好無？,"Lán lâi-khì se̍h hit-tah ê iā-tshī-á, hó--bô? "
伊一日到暗攏咧念經。,I tsi̍t-ji̍t-kàu-àm lóng teh liām-king. 
像伊彼號人，我看著就討厭。,"Tshiūnn i hit-lō lâng, guá khuànn tio̍h tō thó-ià. "
彼號、彼號，我無閒啦，你莫來。,"Hit-lō, hit-lō, guá bô îng--lah, lí mài lâi. "
彼跡定定有人咧相拍。,Hit-jiah tiānn-tiānn ū-lâng teh sio-phah. 
往過伊攏會來揣阮老爸開講。,Íng-kuè i lóng ē lâi tshuē guán lāu-pē khai-káng. 
伊的性質誠好。,I ê sìng-tsit tsiânn hó. 
逐日都作穡作甲真忝頭。,Ta̍k ji̍t to tsoh-sit tsoh kah tsin thiám-thâu. 
伊予𪜶老爸拍甲真忝頭。,I hōo in lāu-pē phah kah tsin thiám-thâu. 
彼擺予你閃過，這擺你愛照步來。,"Hit pái hōo lí siám--kuè, tsit-pái lí ài tsiàu-pōo-lâi. "
往擺伊足無愛來阮兜。,Íng-pái i tsiok bô ài lâi guán tau. 
逐个人的性癖攏無仝。,Ta̍k ê lâng ê sìng-phiah lóng bô-kāng. 
冊房,tsheh-pâng
客房,kheh-pâng
大房,tuā-pâng
兄弟拚房,hiann-tī piànn pâng
房頭,pâng-thâu
文房四寶,bûn-pông-sù-pó
洞房花燭,tōng-pông-hua-tsiok
公共場所,kong-kiōng tiûnn-sóo
公所,kong-sóo
所想的,sóo siūnn--ê
用雙手承雨水。,Iōng siang-tshiú sîn hōo-tsuí. 
承球,sîn kiû
承話尾,sîn uē-bué
承一間雜貨仔店來做。,Sîn tsi̍t king tsa̍p-huè-á-tiàm lâi tsò. 
承受,sîng-siū
承認,sîng-jīn
繼承,kè-sîng
物件四界抨,mi̍h-kiānn sì-kè phiann
抨椅仔,phiann í-á
披衫,phi-sann
竹披,tik-phi
麵披,mī-phi
抱嬰仔,phō enn-á
伊是抱來的。,I sī phō--lâi--ê. 
抱歉,phō-khiàm
抹藥仔,buah io̍h-á
抹粉,buah-hún
抹銷,buah-siau
押犯人,ah huān-lâng
押囡仔食飯。,Ah gín-á tsia̍h-pn̄g. 
押身份證,ah sin-hūn-tsìng
押日,ah ji̍t
押𣛮,ah siānn
抽籤,thiu-tshiam
抽血,thiu hueh
抽稅,thiu-suè
抽懸,thiu-kuân
抽疼,thiu-thiànn
抽穎,thiu ínn
頭抽豆油,thâu thiu tāu-iû
無抽袂蟯,bô thiu bē ngia̍uh
抾著錢,khioh-tio̍h tsînn
抾柴,khioh-tshâ
抾錢,khioh-tsînn
抾稅,khioh-suè
物件抾抾咧！,Mi̍h-kiānn khioh-khioh--leh! 
抾襇,khioh-kíng
抾做伙,khioh tsò-hué
抾囡仔,khioh-gín-á
抾尖,khioh-tsiam
沿路抾客,iân-lōo khioh-kheh
齒抿,khí-bín
你去共鞋仔抿一下。,Lí khì kā ê-á bín--tsi̍t-ē. 
先拂落去才講，莫管遮濟。,"Sing hut--lo̍h-khì tsiah kóng, mài kuán tsiah tsē. "
用枴仔拄咧行。,Iōng kuái-á tú leh kiânn. 
用鐵枝拄門。,Iōng thih-ki tú mn̂g. 
我一人就拄𪜶三个。,Guá tsi̍t lâng tō tú in sann ê. 
掠我拄數,lia̍h guá tú-siàu
伊拄走。,I tú tsáu. 
阮佇門口相拄。,Guán tī mn̂g-kháu sio-tú. 
拆批,thiah phue
拆破冊,thiah-phuà tsheh
拆厝,thiah tshù
拆散,thiah-suànn
拆字,thiah-jī
拆藥仔,thiah-io̍h-á
拆票,thiah-phiò
拆白,thiah-pe̍h
拆腿,thiah-thuí
拈田嬰,liam-tshân-enn
拈香,liam-hiunn
偷拈,thau-ni
提拊仔拊予伊清氣。,The̍h hú-á hú hōo i tshing-khì. 
魚拊,hî-hú
肉拊,bah-hú
拊魚拊,hú hî-hú
拋網,pha-bāng
拋車輪,pha-tshia-lin
四界拋一輾。,Sì-kè pha--tsi̍t-liàn. 
拋拋走,pha-pha-tsáu
拋碇,pha-tiānn
拋荒,pha-hng
拋磚引玉,phau tsuan ín gio̍k
拋繡球,phau siù-kiû
拋妻棄子,phau tshe khì tsú
拌棉襀被,puānn mî-tsioh-phuē
拌拌咧,puānn-puānn--leh
拌蠓仔,puānn báng-á
相拍,sio-phah
拍鼓,phah kóo
拍鎖匙,phah só-sî
拍猴拳,phah kâu-kûn
拍字,phah-jī
拍電話,phah-tiān-uē
拍鱗,phah-lân
拍種,phah-tsíng
拍醒,phah-tshénn
拍麻雀,phah muâ-tshiok
拍獵,phah-la̍h
拍莓,phah-m̂
拍肉,phah-bah
拍拍,phah-phik
拍板,phik-pán
拎水,lîng tsuí
拎尪架桌,lîng ang-kè-toh
拎耳仔,lîng hīnn-á
拎馬索,lîng bé-soh
骨愛拎予伊離。,Kut ài lîng hōo i lī. 
拎王梨目,lîng ông-lâi ba̍k
拐弄,kuái-lōng
拐錢,kuái tsînn
拐彎,kuāinn-uan
伊去予別人的跤拐倒矣。,I khì hōo pa̍t-lâng ê kha kuāinn--tó--ah. 
我的手去拐著矣。,Guá ê tshiú khì kuāinn--tio̍h--ah. 
拑牆壁,khînn tshiûnn peh piah
舀兩拔水,iúnn nn̄g pua̍h tsuí
拔插頭,pue̍h tshah-thâu
拔人的生理。,Pue̍h lâng ê sing-lí. 
鞋拔仔,ê-pue̍h-á
拖袂行,thua bē kiânn
牽拖,khan-thua
伊做代誌真𠢕拖。,I tsò tāi-tsì tsin gâu thua. 
拖老命,thua lāu-miā
一大拖,tsi̍t-tuā-thua
拗紙,áu-tsuá
拗一拗,áu tsi̍t áu
拗斷,áu-tn̄g
硬拗,ngē-áu
拍拚,phah-piànn
拚性命,piànn-sènn-miā
拚輸贏,piànn-su-iânn
拚懸低,piànn kuân-kē
拚血,piànn-hueh
拚汗,piànn-kuānn
招待,tsiau-thāi
看你欲招無！,Khuànn lí beh tsiau--bô! 
絕招,tsua̍t-tsiau
伊佇五招以內予人拍敗矣。,I tī gōo tsiau í lāi hōo lâng phah pāi--ah. 
明仔載我欲招伊去𨑨迌。,Bîn-á-tsài guá beh tsio i khì tshit-thô. 
伊毋是娶某，是予𪜶某招的。,"I m̄ sī tshuā-bóo, sī hōo in bóo tsio--ê. "
招小弟,tsio sió-tī
開放,khai-hòng
放送,hòng-sàng
放放,hòng-hòng
放蕩,hòng-tōng
放心,hòng-sim
放棄,hòng-khì
放帖仔,pàng-thiap-á
放屎,pàng-sái
放尿,pàng-jiō
財產放予囝孫。,Tsâi-sán pàng hōo kiánn-sun. 
放予伊去,pàng hōo i khì
放捒,pàng-sak
火真旺,hué tsin ōng
興旺,hing-ōng
花開甲真旺,hue khui kah tsin ōng
聲真旺,siann tsin ōng
香火真旺,hiunn-hué tsin ōng
頭毛真旺,thâu-mn̂g tsin ōng
這擺的機會是拄䢢拄䢢。,Tsit pái ê ki-huē sī tú-tshiāng-tú-tshiāng. 
伊放刁欲予你歹過日。,I pàng-tiau beh hōo lí pháinn kuè-ji̍t. 
拄才我明明有聽著人咧講話。,Tú-tsiah guá bîng-bîng ū thiann-tio̍h lâng teh kóng-uē. 
厝頂漏雨矣，緊去捾桶仔來承水。,"Tshù-tíng lāu hōo--ah, kín khì kuānn tháng-á lâi sîn-tsuí. "
伊共人創治，去予老師拍手。,"I kā lâng tshòng-tī, khì hōo lāu-su phah-tshiú. "
咱千萬毋通拍歹感情。,Lán tshian-bān m̄-thang phah-pháinn kám-tsîng. 
叫你放手，你是無聽著呢？,"Kiò lí pàng-tshiú, lí sī bô thiann--tio̍h--nih? "
厝裡的代誌我猶閣袂當放手。,Tshù--lí ê tāi-tsì guá iáu-koh bē-tàng pàng-tshiú. 
做你放手去做。,Tsò lí pàng-tshiú khì tsò. 
結婚愛拆日仔。,Kiat-hun ài thiah-ji̍t-á. 
昨日我拍毋見一千箍。,Tso̍h--ji̍t guá phah-m̄-kìnn tsi̍t-tshing khoo. 
刣人放火,thâi lâng pàng-hué
因為你失覺察，所以才會有這款後果。,"In-uī lí sit-kak-tshat, sóo-í tsiah ē ū tsit khuán hiō-kó. "
我拄仔好想欲走。,Guá tú-á-hó siūnn-beh tsáu. 
你若無較乖咧，我就共你掠來拍尻川。,"Lí nā bô khah kuai--leh, guá tō kā lí lia̍h-lâi phah-kha-tshng. "
有心拍石，石成穿。,"Ū sim phah-tsio̍h, tsio̍h tsiânn tshng. "
四間學校聯合招生。,Sì king ha̍k-hāu liân-ha̍p tsio-sing. 
這擺我一定欲佮伊拚生死。,Tsit pái guá it-tīng beh kah i piànn-senn-sí. 
阿明招我去拈田嬰。,A-bîng tsio guá khì liam-tshân-enn. 
你講話講甲遐大聲，會共囡仔拍生驚啦！,"Lí kóng-uē kóng kah hiah tuā-siann, ē kā gín-á phah-tshenn-kiann--lah! "
證據猶閣無夠，你毋通共伊拍生驚。,"Tsìng-kì iáu-koh bô kàu, lí m̄-thang kā i phah-tshenn-kiann. "
我的錢袋仔拍交落矣。,Guá ê tsînn-tē-á phah-ka-la̍uh--ah. 
你的冊拍交落去矣，猶毋抾起來？,"Lí ê tsheh phah-ka-la̍uh--khì--ah, iáu m̄ khioh--khí-lâi? "
這个所在真狹。,Tsit ê sóo-tsāi tsin e̍h. 
阿母較早專門咧共人抾囡仔。,A-bú khah-tsá tsuan-bûn teh kā lâng khioh-gín-á. 
𪜶老母舊年才抾囡仔爾爾。,In lāu-bú kū-nî tsiah khioh-gín-á niā-niā. 
你來了誠拄好。,Lí lâi liáu tsiânn tú-hó. 
你來的時我拄好出門無佇咧。,Lí lâi ê sî guá tú-hó tshut-mn̂g bô tī--leh. 
