"hanji","lomaji"
"性愛","sìng-ài"
"性感","sìng-kám"
"性質","sìng-tsit"
"性癖","sìng-phiah"
"怪","kuài"
"怪","kuè"
"怪人","kuài--lâng"
"怪人","kuài-lâng"
"怪手","kuài-tshiú"
"怪事","kuài-sū"
"怪怪","kuài-kuài"
"怪物","kuài-bu̍t"
"怪異","kuài-ī"
"怪罪","kuài-tsuē"
"怪癖","kuài-phiah"
"怫","phut"
"怯","khiap"
"或","hi̍k"
"或者","hi̍k-tsiá"
"戽","hòo"
"戽斗","hòo-táu"
"戽斗的","hòo-táu--ê"
"戽水","hòo-tsuí"
"戽杓","hòo-sia̍h"
"戾","lē"
"房","pâng"
"房","Pâng"
"房","pông"
"房市","pâng-tshī"
"房地產","pâng-tē-sán"
"房地產","pâng-tuē-sán"
"房屋","pâng-ok"
"房間","pâng-king"
"房頭","pâng-thâu"
"所","sóo"
"所以","sóo-í"
"所在","sóo-tsāi"
"所有","sóo-iú"
"所有","sóo-ū"
"所有權","sóo-iú-khuân"
"所長","sóo-tiúnn"
"所致","sóo-tì"
"所得","sóo-tik"
"所得稅","sóo-tik-sè"
"所得稅","sóo-tik-suè"
"所費","sóo-huì"
"所謂","sóo-uī"
"承","sîn"
"承","sîng"
"承天府","Sîng-thian-hú"
"承水","sîn-tsuí"
"承包","sîng-pau"
"承受","sîng-siū"
"承接","sîng-tsiap"
"承認","sîng-jīn"
"承認","sîng-līn"
"承擔","sîng-tam"
"承辦","sîng-pān"
"承諾","sîng-lo̍k"
"承攬","sîng-lám"
"抨","phiann"
"披","phi"
"披仔","phi-á"
"披衫","phi-sann"
"抱","phāu"
"抱","phō"
"抱","pō"
"抱的","phō--ê"
"抱歉","phō-khiàm"
"抵","té"
"抵","tí"
"抵抗","tí-khòng"
"抵制","tí-tsè"
"抵押","tí-ah"
"抵額","tí-gia̍h"
"抹","buah"
"抹刀","buah-to"
"抹面","buah-bīn"
"抹烏","buah-oo"
"抹粉","buah-hún"
"抹壁","buah-piah"
"抹鹽","buah iâm"
"押","ah"
"押","ap"
"押後","ah-āu"
"押送","ah-sàng"
"押韻","ah-ūn"
"抽","thiu"
"抽出","thiu-tshut"
"抽長","thiu-tn̂g"
"抽退","thiu-thè"
"抽疼","thiu-thiànn"
"抽脂","thiu-tsi"
"抽象","thiu-siōng"
"抽換","thiu-uānn"
"抽稅","thiu-sè"
"抽稅","thiu-suè"
"抽獎","thiu-tsióng"
"抽豬母稅","thiu-ti-bó-suè"
"抽豬母稅","thiu-tu-bó-sè"
"抽躼","thiu-lò"
"抽頭","thiu-thâu"
"抽懸","thiu-kuân"
"抽籤","thiu-tshiam"
"抽驗","thiu-giām"
"抽鬮","thiu-khau"
"抾","khioh"
"抾丁錢","khioh-ting-tsînn"
"抾水","khioh-tsuí"
"抾囝母","khioh-kiánn-bú"
"抾囡仔","khioh-gín-á"
"抾字紙的","khioh-jī-tsuá--ê"
"抾字紙的","khioh-lī-tsuá--ê"
"抾肉幼仔","khioh-bah-iù-á"
"抾客","khioh-kheh"
"抾恨","khioh-hīn"
"抾恨","khioh-hūn"
"抾紅點仔","khioh-âng-tiám-á"
"抾骨","khioh-kut"
"抾拾","khioh-si̍p"
"抾捔","khioh-ka̍k"
"抾柴","khioh-tshâ"
"抾菜","khioh tshài"
"抾著","khioh-tio̍h"
"抾稅","khioh-sè"
"抾稅","khioh-suè"
"抾錢","khioh-tsînn"
"抾襇","khioh-kíng"
"抿","bín"
"抿仔","bín-á"
"拂","hut"
"拄","tú"
"拄才","tú-tsiah"
"拄仔好","tú-á-hó"
"拄好","tú-hó"
"拄拄","tú-tú"
"拄拄仔","tú-tú-á"
"拄拄仔好","tú-tú-á-hó"
"拄咧","tú-teh"
"拄欲","tú beh"
"拄欲","tú bueh"
"拄著","tú-tio̍h"
"拄䢢","tú-tshiāng"
"拄搪","tú-tn̄g"
"拄數","tú-siàu"
"拆","thiah"
"拆日仔","thiah-ji̍t-á"
"拆日仔","thiah-li̍t-á"
"拆白講","thiah-pe̍h-kóng"
"拆字","thiah-jī"
"拆字","thiah-lī"
"拆扦","thiah-tshuann"
"拆股","thiah-kóo"
"拆除","thiah-tû"
"拆食落腹","thiah-tsia̍h-lo̍h-pak"
"拆破","thiah-phuà"
"拆票","thiah-phiò"
"拆單","thiah-tuann"
"拆散","thiah-suànn"
"拆開","thiah-khui"
"拆腿","thiah-thuí"
"拆箬","thiah-ha̍h"
"拆藥仔","thiah-io̍h-á"
"拇","bú"
"拈","liam"
"拈","ne"
"拈","ni"
"拈田嬰","liam-tshân-enn"
"拈田嬰","liam-tshân-inn"
"拈香","liam-hiunn"
"拈鬮","liam-khau"
"拊","hú"
"拊仔","hú-á"
"拋","pha"
"拋","phau"
"拋近路","pha-kīn-lōo"
"拋近路","pha-kūn-lōo"
"拋拋走","pha-pha-tsáu"
"拋荒","pha-hng"
"拋捙輪","pha-tshia-lin"
"拋魚","pha-hî"
"拋魚","pha-hû"
"拋碇","pha-tiānn"
"拋網","pha bāng"
"拋輾斗","pha-liàn-táu"
"拋麒麟","pha-kî-lîn"
"拌","puānn"
"拌蠓仔","puānn báng-á"
"拍","phah"
"拍","phik"
"拍人喝救人。","Phah lâng huah kiù-lâng."
"拍手","phah-tshiú"
"拍手銃","phah-tshiú-tshìng"
"拍歹","phah-pháinn"
"拍毋見","phah-m̄-kìnn"
"拍火","phah-hé"
"拍火","phah-hué"
"拍火車","phah-hé-tshia"
"拍火車","phah-hué-tshia"
"拍片","phah-phìnn"
"拍尻川","phah-kha-tshng"
"拍生驚","phah-tshenn-kiann"
"拍生驚","phah-tshinn-kiann"
"拍石","phah-tsio̍h"
"拍石師","phah-tsio̍h-sai"
"拍交落","phah-ka-la̍uh"
"拍字機","phah-jī-ki"
"拍字機","phah-lī-ki"
"拍呃","phah-eh"
"拍抐涼","phah-lā-liâng"
"拍折","phah-tsiat"
"拍官司","phah-kuann-si"
"拍拍","phah-phik"
"拍拚","phah-piànn"
"拍虎掠賊也著親兄弟。","Phah hóo lia̍h tsha̍t iā tio̍h tshin hiann-tī."
"拍金仔","phah kim-á"
"拍咯雞","phah-ko̍k-ke"
"拍咳啾","phah-kha-tshiùnn"
"拍某菜","phah-bóo-tshài"
"拍派","phah-phài"
"拍拳","phah-kûn"
"拍拳頭","phah kûn-thâu"
"拍破","phah-phuà"
"拍莓","phah-m̂"
"拍通關","phah-thong-kuan"
"拍速","phah-sok"
"拍球","phah-kiû"
"拍鳥帽","phah-tsiáu-bō"
"拍鳥帽仔","phah-tsiáu-bō-á"
"拍麻雀","phah-muâ-tshiok"
"拍喙鼓","phah-tshuì-kóo"
"拍殕仔光","phah-phú-á-kng"
"拍無去","phah-bô--khì"
"拍結","phah-kat"
"拍結毬","phah-kat-kiû"
"拍損","phah-sńg"
"拍滂泅","phah-phōng-siû"
"拍種","phah-tsíng"
"拍算","phah-sǹg"
"拍算盤","phah-sǹg-puânn"
"拍噗仔","phah-pho̍k-á"
"拍賣","phah-bē"
"拍賣","phah-buē"
"拍醒","phah-tshénn"
"拍醒","phah-tshínn"
"拍戲","phah-hì"
"拍斷","phah-tn̄g"
"拍斷手骨顛倒勇。","Phah-tn̄g tshiú-kut tian-tò ióng."
"拍翸","phah-phún"
"拍獵","phah-la̍h"
"拍觸衰","phah-tshik-sue"
"拍鐵","phah-thih"
"拍鐵仔師","phah-thih-á-sai"
"拍鐵仔褲","phah-thih-á-khòo"
"拍鱗","phah-lân"
"拎","lîng"
"拐","kuái"
"拐","kuāinn"
"拐弄","kuái-lōng"
"拐騙","kuái-phiàn"
"拑","khînn"
"拑牢牢","khînn-tiâu-tiâu"
"拑家","khînn-ke"
"拔","pua̍h"
"拔","pua̍t"
"拔","pue̍h"
"菝仔林","Pa̍t-á-nâ"
"拔骨","pue̍h-kut"
"拔桶","pua̍h-tháng"
"拖","thua"
"拖吊","thua-tiàu"
"拖吊車","thua-tiàu-tshia"
"拖延","thua-iân"
"拖沙","thua-sua"
"拖身拖命","thua-sin-thua-miā"
"拖命","thua-miā"
"拖屎連","thua-sái-liân"
"拖累","thua-luī"
"拖棚","thua-pênn"
"拖棚","thua-pînn"
"拖磨","thua-buâ"
"拗","áu"
"拗紙","áu-tsuá"
"拗痕","áu-hûn"
"拗裒","áu-pôo"
"拗彎","áu-uan"
"拗蠻","áu-bân"
"拗鬱","áu-ut"
"拘","khu"
"拘束","khu-sok"
"拘留","khu-liû"
"拙","tsuat"
"拚","piànn"
"拚生死","piànn-senn-sí"
"拚生死","piànn-sinn-sí"
"拚生理","piànn-sing-lí"
"拚血","piànn-hiat"
"拚命","piànn-miā"
"拚性命","piànn-sènn-miā"
"拚性命","piànn-sìnn-miā"
"拚俗","piànn-sio̍k"
"拚勢","piànn-sè"
"拚暝工","piànn-mê-kang"
"拚暝工","piànn-mî-kang"
"拚輸贏","piànn-su-iânn"
"招","tsiau"
"招","tsio"
"招生","tsio-sing"
"招囝婿","tsio-kiánn-sài"
"招考","tsio-khó"
"招呼","tsio-hoo"
"招待","tsiau-thāi"
"招翁","tsio-ang"
"招募","tsio-bōo"
"招牌","tsiau-pâi"
"招會仔","tsio-hē-á"
"招會仔","tsio-huē-á"
"招魂","tsiau-hûn"
"招認","tsiau-jīn"
"招認","tsiau-līn"
"招標","tsio-pio"
"拜","pài"
"拜一","pài-it"
"拜公媽","pài kong-má"
"拜六","pài-la̍k"
"拜年","pài-nî"
"拜佛","pài-pu̍t"
"拜拜","pài-pài"
"拜候","pài-hāu"
"拜託","pài-thok"
"拜堂","pài-tn̂g"
"拜票","pài-phiò"
"拜訪","pài-hóng"
"拜會","pài-huē"
"拜請","pài-tshiánn"
"放","hòng"
"放","pàng"
"放刁","pàng-tiau"
"放大","hòng-tuā"
"放工","pàng-kang"
"放冗","pàng-līng"
"放心","hòng-sim"
"放手","pàng-tshiú"
"放水燈","pàng-tsuí-ting"
"放火","pàng-hé"
"放火","pàng-hué"
"放外外","pàng-guā-guā"
"放目","pàng-ba̍k"
"放任","hòng-jīm"
"放任","hòng-līm"
"放血","pàng-hueh"
"放血","pàng-huih"
"放伴","pàng-phuānn"
"放屁","pàng-phuì"
"放屁安狗心。","Pàng-phuì an káu sim."
"放屁豆","pàng-phuì-tāu"
"放卵","pàng-nn̄g"
"放帖仔","pàng-thiap-á"
"放放","hòng-hòng"
"放牧","pàng-bo̍k"
"放空","pàng-khang"
"放雨白","pàng-hōo-pe̍h"
"放屎","pàng-sái"
"放毒","pàng-to̍k"
"放送","hòng-sàng"
"放送頭","hòng-sàng-thâu"
"放重利","pàng tāng-lāi"
"放風聲","pàng-hong-siann"
"放射","hòng-siā"
"放捒","pàng-sak"
"放粉鳥","pàng-hún-tsiáu"
"放紙虎","pàng-tsuá-hóo"
"放臭屁","pàng-tshàu-phuì"
"放假","pàng-ká"
"放符仔","pàng-hû-á"
"放棄","hòng-khì"
"放款","hòng-khuán"
"放裒","pàng-pôo"
"放開","pàng--khui"
"放債","pàng-tsè"
"放煙火","pàng-ian-hé"
"放煙火","pàng-ian-hué"
"放肆","hòng-sù"
"放寬","hòng-khuan"
"放榜","hòng-pńg"
"放盡磅","pàng-tsīn-pōng"
"放銃","pàng-tshìng"
"放蕩","hòng-tōng"
"放數","pàng-siàu"
"放學","pàng-o̍h"
"放聲","pàng-siann"
"放鬆","pàng-sang"
"斧","hú"
"斧","póo"
"斧頭","póo-thâu"
"斧頭櫼仔","póo-thâu-tsinn-á"
"於","î"
"旺","ōng"
"旺盛","ōng-sīng"
"昂","gông"
"昆","khun"
"昆陽","Khun-iông"
"昇","sing"
"昇華","sing-huâ"
"昊","hō"
"昌","tshiong"
"明","bîn"
"明","bîng"
"明","mê"
"明","miâ"
"明仔日","bîn-á-ji̍t"
"明仔日","bîn-á-li̍t"
"明仔早起","bîn-á-tsá-khí"
"明仔暗","bîn-á-àm"
"明仔載","bîn-á-tsài"
"明白","bîng-pi̍k"
"明年","mê-nî"
"明呼","bîng-hoo"
"明呼明唱","bîng-hoo bîng-tshiàng"
"明明","bîng-bîng"
"明知","bîng-tsai"
"明品","bîng-phín"
"明星","bîng-tshenn"
"明星","bîng-tshinn"
"明朗","bîng-lóng"
"明理","bîng-lí"
"明智","bîng-tì"
"明德","Bîng-tik"
"明確","bîng-khak"
"明瞭","bîng-liâu"
"明講","bîng-kóng"
"明顯","bîng-hián"
"昏","hng"
"昏","hun"
"昏","hūn"
"昏去","hūn--khì"
"昏迷","hūn-bê"
"昏倒","hūn--tó"
"昔","sik"
"朋","pîng"
"朋友","pîng-iú"
"服","ho̍k"
"服","Ho̍k"
"服用","ho̍k-iōng"
"服役","ho̍k-i̍k"
"服侍","ho̍k-sāi"
"服務","ho̍k-bū"
"服從","ho̍k-tsiông"
"服裝","ho̍k-tsong"
"服飾","ho̍k-sik"
"杭","hâng"
"杭","Hâng"
"杮","phè"
"杮","phuè"
"杯","pue"
"杯仔","pue-á"
"杯底毋通飼金魚。","Pue-té m̄-thang tshī kim-hî."
"杰","kia̍t"
"東","tang"
"東","tong"
"東山區","Tong-san-khu"
"東引鄉","Tang-ín-hiong"
"東方","tang-hong"
"東方","Tong-hong"
"東爿","tang-pîng"
"東石鄉","Tang-tsio̍h-hiong"
"東北","tang-pak"
"東竹","Tang-tik"
"東西南北","tang-sai-lâm-pak"
"東沙","Tang-sua"
"東里","Tang-lí"
"東亞","Tang-a"
"東岸","tang-huānn"
"東河鄉","Tong-hô-hiong"
"東門","Tang-mn̂g"
"東南亞","Tang-lâm-a"
"東洋","Tang-iûnn"
"東風","tang-hong"
"東倒西歪","tang-tó-sai-uai"
"東埔蚋溪","Tong-poo-la̍k-khe"
"東海","Tang-hái"
"東海","Tang-hái"
"東部","tang-pōo"
"東部幹線","Tang-pōo-kàn-suànn"
"東區","tang-khu"
"東區","Tang-khu"
"東區","Tang-khu"
"東區","Tang-khu"
"東區","Tang-khu"
"東港溪","Tang-káng-khe"
"東港鎮","Tang-káng-tìn"
"東湖","Tang-ôo"
"東筊","tong kiáu"
"東勢角","Tang-sì-kak"
"東勢厝","Tang-sì-tshù"
"東勢區","Tang-sì-khu"
"東勢鄉","Tang-sì-hiong"
"東歐","Tang-au"
"東澳","Tang-ò"
"杵","thú"
"杷","pê"
"松","siông"
"松","sóng"
"松","tshîng"
"松山","Siông-san"
"松山","Siông-san"
"松山區","Siông-san-khu"
"松山機場","Siông-san Ki-tiûnn"
"松江南京","Siông-kang Lâm-kiann"
"松竹","Siông-tik"
"松竹","Siông-tik"
"松茸","siông-jiông"
"松茸","siông-liông"
"松梧","siông-ngôo"
"松膠","siông-ka"
"板","pán"
"板仔","pán-á"
"板新","Pang-sin"
"板膋","pán-lâ"
"板嘹","pán-liâu"
"板橋","Pang-kiô"
"板橋","Pang-kiô"
"板橋區","Pang-kiô-khu"
"枇","pî"
"枇杷","pî-pê"
"枉","óng"
"枉死","óng-sí"
"枉屈","óng-khut"
"枉費","óng-huì"
"枋","pang"
"枋山","Pang-suann"
"枋山鄉","Pang-suann-hiong"
"枋仔","pang-á"
"枋堵","pang-tóo"
"枋模","pang-bôo"
"枋寮","Pang-liâu"
"枋寮鄉","Pang-liâu-hiong"
"枋橋頭","Pang-kiô-thâu"
"析","sik"
"枕","tsím"
"枕頭","tsím-thâu"
"枕頭囊","tsím-thâu-lông"
"果","ké"
"果","kó"
"果","Kó"
"果","kué"
"果子","ké-tsí"
"果子","kué-tsí"
"果子栽","ké-tsí-tsai"
"果子栽","kué-tsí-tsai"
"果子猫","ké-tsí-bâ"
"果子猫","kué-tsí-bâ"
"果子園","ké-tsí-hn̂g"
"果子園","kué-tsí-hn̂g"
"果汁","kó-tsiap"
"果然","kó-jiân"
"果然","kó-liân"
"枝","ki"
"枝","tsi"
"枝仔冰","ki-á-ping"
"欣","him"
"欣羨","him-siān"
"欣賞","him-sióng"
"武","bú"
"武","Bú"
"武力","bú-li̍k"
"武士","bú-sū"
"武士林","Bú-sū-nâ"
"武功","bú-kong"
"武市","bú-tshī"
"武生","bú-sing"
"武車","bú-tshia"
"武林","bú-lîm"
"武俠","bú-kiap"
"武洛溪","Bú-lok-khe"
"武將","bú-tsiòng"
"武術","bú-su̍t"
"武塔","Bú-thah"
"武聖廟","Bú-sìng-biō"
"武裝","bú-tsong"
"武溜灣","Bú-liu-uan"
"武器","bú-khì"
"武藝","bú-gē"
"歧","kî"
"歧視","kî-sī"
"沓","ta̍p"
"沓","ta̍uh"
"沓沓仔","ta̍uh-ta̍uh-á"
"沓沓滴滴","ta̍p-ta̍p-tih-tih"
"沓滴","ta̍p-tih"
"沫","phe̍h"
"沫","phue̍h"
"沬","bī"
"河","hô"
"河川","hô-tshuan"
"河床","hô-tshn̂g"
"河流","hô-liû"
"河溪","hô-khe"
"河溪","hô-khue"
"河邊","hô-pinn"
"沸","huì"
"油","iû"
"油水","iû-tsuí"
"油車","iû-tshia"
"油車間","iû-tshia-king"
"油性","iû-sìng"
"油抽","iû-thiu"
"油肭肭","iû-leh-leh"
"油門","iû-mn̂g"
"油垢","iû-káu"
"油洗洗","iû-sé-sé"
"油洗洗","iû-sué-sué"
"油炸粿","iû-tsia̍h-ké"
"油炸粿","iû-tsia̍h-kué"
"油桐花","iû-tâng-hue"
"油紙","iû-tsuá"
"油脂","iû-tsi"
"油菜","iû-tshài"
"油菜花","iû-tshài-hue"
"油魚","iû-hî"
"油魚","iû-hû"
"油渣","iû-tse"
"油畫","iû-uē"
"油筒仔","iû-tâng-á"
"油滓","iû-tái"
"油煙","iû-ian"
"油飯","iû-pn̄g"
"油漆","iû-tshat"
"油蔥","iû-tshang"
"油蔥粿","iû-tshang-ké"
"油蔥粿","iû-tshang-kué"
"油漏仔","iû-lāu-á"
"油價","iû-kè"
"油廠國小","Iû-tshiúnn Kok-sió"
"油臊","iû-tsho"
"油羅溪","Iû-lô-khe"
"油罐車","iû-kuàn-tshia"
"治","tī"
"治安","tī-an"
"治枵","tī-iau"
"治病","tī-pēnn"
"治病","tī-pīnn"
"治罪","tī-tsuē"
"治療","tī-liâu"
"沼平","Tsau-pîng"
"沾","tsam"
"沿","iân"
"沿岸","iân-huānn"
"沿海","iân-hái"
"沿途","iân-tôo"
"沿路","iân-lōo"
"沿線","iân-suànn"
"況","hóng"
"泄","siat"
"泄","tshuā"
"泄尿","tshuā-jiō"
"泄尿","tshuā-liō"
"泅","siû"
"泅水","siû-tsuí"
"泊","phik"
"泊","po̍k"
"泏","tsuah"
"泏","tsuat"
"泏","tsuh"
"泓","hông"
"泔","ám"
"泔糜仔","ám-bê-á"
"泔糜仔","ám-muê-á"
"法","huat"
"法人","huat-jîn"
"法人","huat-lîn"
"法力","huat-li̍k"
"法文","Huat-bûn"
"法令","huat-līng"
"法官","huat-kuann"
"法定","huat-tīng"
"法治","huat-tī"
"法門","huat-mn̂g"
"法則","huat-tsik"
"法庭","huat-tîng"
"法院","huat-īnn"
"法律","huat-lu̍t"
"法度","huat-tōo"
"法務","huat-bū"
"法師","huat-su"
"法案","huat-àn"
"法術","huat-su̍t"
"法規","huat-kui"
"法場","huat-tiûnn"
"法會","huat-huē"
"法網","huat-bāng"
"法辦","huat-pān"
"法醫","huat-i"
"法警","huat-kíng"
"法寶","huat-pó"
"泡","phàu"
"泡","pho"
"泡","phò"
"泡","pho̍k"
"泡茶","phàu tê"
"泡麵","phàu-mī"
"波","pho"
"波長","pho-tn̂g"
"波浪","pho-lōng"
"波動","pho-tōng"
"泣","khip"
"注","tsù"
"注","tù"
"注入","tsù-ji̍p"
"注入","tsù-ji̍p"
"注文","tsù-bûn"
"注目","tsù-bo̍k"
"注重","tsù-tiōng"
"注音","tsù-im"
"注射","tsù-siā"
"注意","tsù-ì"
"泱","iong"
"泳","íng"
"炊","tshe"
"炊","tshue"
"炊斗","tshe-táu"
"炊斗","tshue-táu"
"炊床","tshe-sn̂g"
"炊床","tshue-sn̂g"
"炊粉","tshe-hún"
"炊粉","tshue-hún"
"炊粿","tshe ké"
"炊粿","tshue kué"
"炎","iām"
"炎熱","iām-jua̍h"
"炎熱","iām-lua̍h"
"炒","tshá"
"炒作","tshá-tsok"
"炕","khòng"
"炕肉","khòng-bah"
"炕肉飯","khòng-bah-pn̄g"
"炕菜頭","khòng-tshài-thâu"
"炕窯","khòng-iô"
"爬","pê"
"爭","tsenn"
"爭","tsing"
"爭","tsinn"
"爭取","tsing-tshú"
"爭執","tsing-tsip"
"爭奪","tsing-tua̍t"
"爭論","tsing-lūn"
"爭議","tsing-gī"
"爸","pâ"
"爸","pah"
"爸","pē"
"爸仔囝","pē-á-kiánn"
"爸母","pē-bú"
"爸母疼囝長流水，囝疼爸母樹尾風。","Pē-bú thiànn kiánn tn̂g lâu-tsuí, kiánn thiànn pē-bú tshiū-bué hong."
"爸老囝幼","pē-lāu-kiánn-iù"
"版","pán"
"版本","pán-pún"
"版面","pán-bīn"
"版畫","pán-uē"
"版圖","pán-tôo"
"版權","pán-khuân"
"牧","bo̍k"
"牧師","bo̍k-su"
"牧場","bo̍k-tiûnn"
"物","bu̍t"
"物","mih"
"物","mi̍h"
"物","mn̍gh"
"物仔","mih-á"
"物件","mi̍h-kiānn"
"物件","mn̍gh-kiānn"
"物品","bu̍t-phín"
"物食","mi̍h-tsia̍h"
"物食","mn̍gh-tsia̍h"
"物配","mi̍h-phuè"
"物配","mn̍gh-phè"
"物理","bu̍t-lí"
"物資","bu̍t-tsu"
"物種","bu̍t-tsióng"
"物價","bu̍t-kè"
"物質","bu̍t-tsit"
"物體","bu̍t-thé"
"狎","a̍p"
"狐","hôo"
"狐","Hôo"
"狐狸","hôo-lî"
"狐狸精","hôo-lî-tsiann"
"狗","káu"
"狗","kóo"
"狗公","káu-kang"
"狗公腰","káu-kang-io"
"狗牙","káu-gê"
"狗仔","káu-á"
"狗母","káu-bó"
"狗母魚","káu-bó-hî"
"狗母魚","káu-bó-hû"
"狗母鍋","káu-bó-e"
"狗母鍋","káu-bó-ue"
"狗母鮻","káu-bó-so"
"狗肉數","káu-bah-siàu"
"狗岫","káu-siū"
"狗空","káu-khang"
"狗無嫌主人散。","Káu bô hiâm tsú-lâng sàn."
"狗蝨","káu-sat"
"狗鯊","káu-sua"
"狗蟻","káu-hiā"
"狗蟻碟仔","káu-hiā-ti̍h-á"
"狗𩸶仔","káu-gām-á"
"玩","guán"
"玩","uán"
"玩石家博石館","Guán-si̍k-ka Phok-si̍k-kuán"
"玫","muî"
"玫瑰","muî-kuì"
"玫瑰中國城","Muî-kuì Tiong-kok-siânn"
"玫瑰花","muî-kuì-hue"
"的","ê"
"的","ê"
"的","tik"
"的","ti̍k"
"的確","tik-khak"
"盲","bông"
"盲","mê"
"盲","mî"
"盲","môo"
"盲腸","môo-tn̂g"
"盲腸炎","môo-tn̂g-iām"
"盲點","bông-tiám"
"直","ti̍t"
"直升機","ti̍t-sing-ki"
"直加弄","Ti̍t-ka-lòng"
"直目","ti̍t-ba̍k"
"直系","ti̍t-hē"
"直直","ti̍t-ti̍t"
"直徑","ti̍t-kìng"
"直透","ti̍t-thàu"
"直接","ti̍t-tsiap"
"直腸直肚","ti̍t-tn̂g-ti̍t-tōo"
"直溜溜","ti̍t-liu-liu"
"直播","ti̍t-pòo"
"直線","ti̍t-suànn"
"直選","ti̍t-suán"
"直銷","ti̍t-siau"
"直覺","ti̍t-kak"
"知","ti"
"知","tsai"
"知己","ti-kí"
"知本","Ti-pún"
"知名度","ti-miâ-tōo"
"知死","tsai-sí"
"知位","tsai-uī"
"知足","ti-tsiok"
"知苦","tsai-khóo"
"知音","ti-im"
"知輕重","tsai-khin-tāng"
"知影","tsai-iánn"
"矸","kan"
"矸仔","kan-á"
"祈","kî"
"祈求","kî-kiû"
"祈福","kî-hok"
"祈禱","kî-tó"
"祉","tsí"
"秉","píng"
"穹","kiong"
"空","khang"
"空","khàng"
"空","khong"
"空","khòng"
"空","khòng"
"空大","khong-tāi"
"空中","khong-tiong"
"空手","khang-tshiú"
"空白","khàng-pe̍h"
"空地","khàng-tē"
"空地","khàng-tuē"
"空位","khang-uī"
"空姐","khong-tsiá"
"空房","khang-pâng"
"空服","khong-ho̍k"
"空前","khong-tsiân"
"空思夢想","khong-su-bōng-sióng"
"空軍","khong-kun"
"空厝間","khang-tshù-king"
"空氣","khong-khì"
"空喙","khang-tshuì"
"空喙哺舌","khang-tshuì-pōo-tsi̍h"
"空殼","khang-khak"
"空殼支票","khang-khak-tsi-phiò"
"空殼厝","khang-khak-tshù"
"空虛","khang-hi"
"空運","khong-ūn"
"空間","khang-king"
"空間","khong-kan"
"空隙","khang-khiah"
"空腹","khang-pak"
"空榫","khang-sún"
"空調","khong-tiâu"
"空戰","khong-tsiàn"
"空縫","khang-phāng"
"空頭","khang-thâu"
"空難","khong-lān"
"空襲","khong-si̍p"
"竺","tiok"
"竺","Tiok"
"糾","kiù"
"糾正","kiù-tsìng"
"糾紛","kiù-hun"
"糾帶","kiù-tuà"
"糾筋","kiù-kin"
"糾筋","kiù-kun"
"罔","bóng"
"罔行","bóng kiânn"
"罔育","bóng io"
"罔度","bóng tōo"
"罔趁較袂散。","Bóng thàn khah bē sàn."
"罔飼","bóng tshī"
"者","tsiá"
"耶","iâ"
"耶誕","Iâ-tàn"
"耶穌","Iâ-soo"
"股","kóo"
"股仔囝","kóo-á-kiánn"
"股市","kóo-tshī"
"股本","kóo-pún"
"股份","kóo-hūn"
"股利","kóo-lī"
"股東","kóo-tong"
"股長","kóo-tiúnn"
"股票","kóo-phiò"
"股價","kóo-kè"
"股權","kóo-khuân"
"肢","ki"
"肢體","ki-thé"
"肥","huî"
"肥","puî"
"肥肉","puî-bah"
"肥底","puî-té"
"肥底","puî-tué"
"肥朒朒","puî-tsut-tsut"
"肥料","puî-liāu"
"肥軟","puî-nńg"
"肨","hàng"
"肨奶","hàng-ling"
"肨奶","hàng-ni"
"肩","kian"
"肩","king"
"肩胛","king-kah"
"肩胛頭","king-kah-thâu"
"肩頭","king-thâu"
"肯","khíng"
"肯定","khíng-tīng"
"育","io"
"育","io̍k"
"育幼院","io̍k-iù-īnn"
"育囝","io-kiánn"
"育囡仔","io gín-á"
"育囡仔歌","io-gín-á-kua"
"育飼","io-tshī"
"育樂園","Io̍k-lo̍k-hn̂g"
"育𤆬","io-tshuā"
"肴","ngâu"
"肺","hì"
"肺炎","hì-iām"
"肺部","hì-pōo"
"肺管","hì-kńg"
"肺癆","hì-lô"
"肺癌","hì-gâm"
"臥","ngōo"
"舍","sià"
"苑","uán"
"苑裡","Uán-lí"
"苑裡鎮","Uán-lí-tìn"
"苒","jiâm"
"苒","liâm"
"苓","lîng"
"苓仔寮","Lîng-á-liâu"
"能雅寮","Lîng-á-liâu"
"苓雅區","Lîng-ngá-khu"
"苔","thai"
"苔","thî"
"苔","tî"
"苗","biâu"
"苗","Biâu"
"苗栗","Biâu-li̍k"
"苗栗市","Biâu-li̍k-tshī"
"苗栗縣","Biâu-li̍k-kuān"
"苛","kho"
"苛","khô"
"苛頭","khô-thâu"
"苞","pau"
"苟","kóo"
"苦","khóo"
"苦","ku"
"苦力","ku-lí"
"苦工","khóo-kang"
"苦心","khóo-sim"
"苦毛仔","khóo-mn̂g-á"
"苦旦","khóo-tuànn"
"苦瓜","khóo-kue"
"苦瓜封","khóo-kue-hong"
"苦甘","khóo-kam"
"苦花","khóo-hue"
"苦苦","khóo-khóo"
"苦毒","khóo-to̍k"
"苦茶油","khóo-tê-iû"
"苦海","khóo-hái"
"苦情","khóo-tsîng"
"苦悶","khóo-būn"
"苦湯","khóo-thng"
"苦無","khóo-bô"
"苦楝仔","khóo-līng-á"
"苦勸","khóo-khǹg"
"苦難","khóo-lān"
"苦齣","khóo-tshut"
"苧","tē"
"苧","thú"
"苧","tuē"
"苧仔","tē-á"
